Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
Alloy Therapeutics,https://www.crunchbase.com/organization/alloy-therapeutics,"Waltham, Massachusetts, United States",Alloy Therapeutics is a biotech company that makes medicine by democratizing access to foundational drug discovery platforms and services.,"Biopharma, Biotechnology, Life Science, Therapeutics","3,872",,,3,Late Stage Venture,2022-10-03,42000000,USD,42000000,Series D,42000000,USD,42000000,128250000,USD,128250000,Series D,128250000,USD,128250000,"Gaingels, Founders Fund, Alexandria Venture Investments, Peter Thiel, 8VC",2017-01-01,year,Active
WSO2,https://www.crunchbase.com/organization/wso2,"Santa Clara, California, United States","WSO2 enables organizations to create awesome digital experiences quickly, easily, and securely","Enterprise Software, Information Technology, Open Source, SaaS, Software","4,028",,,6,Late Stage Venture,2022-05-24,3000000,USD,3000000,Series E,3000000,USD,3000000,133500000,USD,133500000,Series E,133500000,USD,133500000,"Cisco, Goldman Sachs, Redstart Labs, Intel Capital, Quest Software",2005-08-01,day,Active
Virgin Hyperloop,https://www.crunchbase.com/organization/virgin-hyperloop,"Los Angeles, California, United States","Virgin Hyperloop is a developer of a transportation technology used to deliver fast, direct, and sustainable transportation at scale.","Industrial Engineering, Logistics, Transportation, Travel","4,239",,,10,,2021-01-01,,,,Venture - Series Unknown,,,,318426737,USD,318426737,Venture - Series Unknown,368426737,USD,368426737,"LAUNCH, Taihill Venture, Khosla Ventures, Eniac Ventures, OurCrowd",2014-01-01,year,Active
Envisics,https://www.crunchbase.com/organization/envisics,"Milton Keynes, Milton Keynes, United Kingdom",Envisics is a holographic technologies company focused on augmented reality head-up displays (AR-HUDs) and automotive sensor systems.,"Augmented Reality, Automotive, Transportation","4,310",,,5,Late Stage Venture,2023-09-06,50000000,USD,50000000,Series C,50000000,USD,50000000,150000000,USD,150000000,Series C,150000000,USD,150000000,"Hyundai Mobis, M&G Investments, General Motors Ventures, Tarsadia Investments, InMotion Ventures",2018-01-01,day,Active
Musicow,https://www.crunchbase.com/organization/musicow,"Seoul, Seoul-t'ukpyolsi, South Korea",Musicow allows investors to buy or sell stakes in copyrights to K-Pop songs in a public auction or an online marketplace.,"Marketplace, Music, Music Streaming, Online Portals","4,357",,,6,,2023-05-23,60000000000,KRW,45448003,Venture - Series Unknown,60000000000,KRW,45448003,185000000000,KRW,146565251,Venture - Series Unknown,185000000000,KRW,146565251,"WYSIWYG Studio, LB Investment, STIC Investment, Premier Partners, KDB Industrial Bank",2016-01-01,year,Active
Smule,https://www.crunchbase.com/organization/smule,"San Francisco, California, United States",Smule develops music-making apps that connect people online.,"Audio, Mobile, Mobile Apps, Music","4,365",,,13,,2022-12-06,14169650,USD,14169650,Venture - Series Unknown,14169650,USD,14169650,178660179,USD,178660179,Venture - Series Unknown,190660179,USD,190660179,"Tencent, Adams Street Partners, Floodgate, Bessemer Venture Partners, City National Bank",2008-01-01,year,Active
Parallel Finance,https://www.crunchbase.com/organization/parallel-finance,"San Francisco, California, United States",Parallel Finance is DeFi focused L2 on Ethereum,"Blockchain, Decentralized Finance (DeFi), Financial Services, FinTech, Lending","4,418",,,4,,2022-04-02,5000000,USD,5000000,Venture - Series Unknown,5000000,USD,5000000,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,"Sequoia Capital, Polychain, Taihill Venture, Lightspeed Venture Partners, StarkWare Industries",2021-03-01,month,Active
NEXT Trucking,https://www.crunchbase.com/organization/next-trucking,"El Segundo, California, United States","NEXT’s proprietary platform and digital freight marketplace connect shippers with freight capacity across drayage, transload, and OTR.","Freight Service, Marketplace","4,433",,,5,,2022-01-14,,,,Venture - Series Unknown,,,,124100000,USD,124100000,Venture - Series Unknown,124100000,USD,124100000,"Sequoia Capital, Gaingels, GLP, Mucker Capital, Zuma Ventures",2015-10-18,day,Active
Workit Health,https://www.crunchbase.com/organization/workit-health,"Ann Arbor, Michigan, United States","Workit Health is a virtual-first clinic providing evidence-based, patient-centered treatment for substance use disorders.","Health Care, Hospital, Mental Health, Personal Health, Risk Management","4,684",,,6,Late Stage Venture,2021-10-21,90000000,USD,90000000,Series C,90000000,USD,90000000,109999996,USD,109999996,Series C,138224996,USD,138224996,"Invest Detroit, Insight Partners, National Science Foundation, Lux Capital, 3L Capital",2015-01-01,day,Active
MatchMove Pay,https://www.crunchbase.com/organization/matchmove-pay,"Singapore, Central Region, Singapore",MatchMove Pay is a financial technology company providing innovative enterprise payments solutions.,"Cloud Computing, E-Commerce, Financial Services, FinTech, Information Technology, Payments","4,837",,,12,Late Stage Venture,2021-06-10,100000000,USD,100000000,Series D,100000000,USD,100000000,183376000,USD,183376000,Series D,183376000,USD,183376000,"NTT DOCOMO Ventures, Vickers Venture Partners, Credit Saison, SAP.iO, KFC Ventures",2009-01-01,year,Active
Ecom Express,https://www.crunchbase.com/organization/ecom-express,"New Delhi, Delhi, India","Ecom Express is a logistics solutions company that allows for customization, scalability, and delivery service processing.","Delivery, E-Commerce, Logistics, Supply Chain Management","4,905",,,8,,2023-06-01,1400000,USD,1400000,Venture - Series Unknown,1400000,USD,1400000,525792829,USD,525792829,Venture - Series Unknown,525792829,USD,525792829,"Partners Group, Warburg Pincus, British International Investment, CDC Group, Peepul Capital LLC",2012-01-01,month,Active
Qwilt,https://www.crunchbase.com/organization/qwilt,"Redwood City, California, United States",Qwilt develops pioneering video delivery technology to power the online entertainment revolution.,"Cloud Computing, Content Delivery Network, Software, Telecommunications, Video Streaming","4,937",,,5,Late Stage Venture,2021-09-22,70000000,USD,70000000,Series E,70000000,USD,70000000,135100000,USD,135100000,Series E,135100000,USD,135100000,"Accel, Bessemer Venture Partners, Innovation Endeavors, Cisco Investments, Redpoint",2010-01-01,year,Active
TuneIn,https://www.crunchbase.com/organization/tunein-inc,"San Francisco, California, United States","From live sports & local radio to news, music & podcasts, TuneIn is one of the most widely used streaming audio platforms in the world.","Internet Radio, Mobile, Music, News, Social Media","5,060",,,12,,2020-11-23,,,,Venture - Series Unknown,,,,146622231,USD,146622231,Venture - Series Unknown,146622231,USD,146622231,"Sequoia Capital, General Catalyst, Google Ventures, Comcast Ventures, IVP",2002-01-01,year,Active
SuperOrdinary,https://www.crunchbase.com/organization/superordinary,"Los Angeles, California, United States",SuperOrdinary is the distributor of coveted beauty and cosmetics brands.,"Beauty, Cosmetics, Wellness","5,236",,,4,Early Stage Venture,2023-10-05,58000000,USD,58000000,Series B,58000000,USD,58000000,58131199,USD,58131199,Series B,58131199,USD,58131199,"Antler, Upper90, Alliance Consumer Growth, Puig, Manzanita Capital",2017-01-01,year,Active
Vidio,https://www.crunchbase.com/organization/vidio,"Dki Jakarta, Jakarta Raya, Indonesia","Vidio is an OTT video platform that allows users to upload, watch, and share videos.","Media and Entertainment, Video, Video Streaming","5,322",,,2,,2022-06-14,45000000,USD,45000000,Venture - Series Unknown,45000000,USD,45000000,195000000,USD,195000000,Venture - Series Unknown,195000000,USD,195000000,"Grab, Affinity Equity Partners, Bali United Football Club, Dian Swastatika Sentosa",2014-10-01,day,Active
PrimaryBid,https://www.crunchbase.com/organization/primarybid,"London, England, United Kingdom",PrimaryBid is a technology platform that allows everyday investors fair & equal access to investing in public companies raising capital.,"Finance, Financial Services, FinTech","5,341",,,6,Late Stage Venture,2022-02-20,190000000,USD,190000000,Series C,190000000,USD,190000000,251962692,USD,251962692,Series C,251962692,USD,251962692,"London Stock Exchange Group, Molten Ventures, OMERS Ventures, Hambro Perks Ltd., Outward VC",2012-01-01,year,Active
Stark Bank,https://www.crunchbase.com/organization/starkbank,"São Paulo, Sao Paulo, Brazil",Stark Bank is a smart bank account that aids a technological advancement of a company.,"Banking, Financial Services, Payments","5,434",,,5,Early Stage Venture,2022-04-11,45000000,USD,45000000,Series B,45000000,USD,45000000,61083555,USD,61083555,Series B,61083555,USD,61083555,"Foundation Capital, Y Combinator, K5 Global, Arash Ferdowsi, Bezos Expeditions",2018-07-26,day,Active
Ledn,https://www.crunchbase.com/organization/ledn,"Toronto, Ontario, Canada",Ledn builds financial products with a mission to help more people save in digital assets,"Financial Services, FinTech","5,440",,,6,Early Stage Venture,2021-12-15,70000000,USD,70000000,Series B,70000000,USD,70000000,103079846,USD,103079846,Series B,103877523,USD,103877523,"Hashed, CMT Digital Ventures, ParaFi Capital, White Star Capital, Susquehanna Growth Equity",2018-08-03,day,Active
Bounce,https://www.crunchbase.com/organization/metro-bikes,"Bangalore, Karnataka, India",Bounce is a transportation company providing scooter rentals.,"Last Mile Transportation, Recreational Vehicles, Rental, Ride Sharing","5,446",,,10,,2023-01-30,1630000000,INR,19980362,Venture - Series Unknown,1630000000,INR,19980362,216203328,USD,216203328,Venture - Series Unknown,234156785,USD,234156785,"B Capital, Navi Technologies, Qualcomm Ventures, Alpha Wave Global, Omidyar Network",2014-01-01,year,Active
Truphone,https://www.crunchbase.com/organization/truphone,"London, England, United Kingdom",A global leader in digital connectivity software,"Internet, Internet of Things, Mobile, Telecommunications","5,827",,,6,,2020-04-14,30000000,GBP,37874723,Venture - Series Unknown,30000000,GBP,37874723,622417072,USD,622417072,Venture - Series Unknown,622417072,USD,622417072,"Emerson Collective, Millhouse, Wellington Partners, Eden Ventures, Burda Digital Ventures",2006-07-01,day,Active
SkyCell,https://www.crunchbase.com/organization/skycell,"Zürich, Zurich, Switzerland",SkyCell focuses on developing temperature controlled logistics containers for the pharmaceutical industry.,"Logistics, Pharmaceutical, Supply Chain Management, Transportation","6,330",,,6,,2023-10-31,57000000,USD,57000000,Venture - Series Unknown,57000000,USD,57000000,155669543,USD,155669543,Venture - Series Unknown,155669543,USD,155669543,"Shuaa Capital psc, M&G Investments, MVM Life Science Partners, DisruptAD, Lazard Asset Management",2013-01-01,year,Active
Exeger,https://www.crunchbase.com/organization/exeger-sweden-ab,"Stockholm, Stockholms Lan, Sweden",Exeger develops and commecializes solar cell technology that can absorb light and convert it into electricity.,"Energy, Renewable Energy, Solar","6,345",,,13,Early Stage Venture,2023-12-19,35000000,EUR,38424760,Debt Financing,179800000,SEK,17237742,165711686,USD,165711686,Series B,224136446,USD,224136446,"Ilija Batljan Invest, SoftBank, European Investment Bank, Swedbank, SEB (Skandinaviska Enskilda Banken)",2008-01-01,year,Active
Npixel,https://www.crunchbase.com/organization/npixel,"Seoul, Seoul-t'ukpyolsi, South Korea",Npixel is a computer game development company that aims to build a game ecosystem based on DAO such as blockchain-based projects and NFTs.,"Blockchain, Gaming, Software","6,425",,,3,Early Stage Venture,2021-08-31,100000000000,KRW,86250600,Series B,100000000000,KRW,86250600,160000000000,KRW,138876274,Series B,160000000000,KRW,138876274,"Altos Ventures, Aspex Management, Saehan Venture Capital, Saehan Startup Investment",2017-09-01,month,Active
Ornikar,https://www.crunchbase.com/organization/ornikar,"Paris, Ile-de-France, France","Ornikar is an online driving school that offers radically cheaper, uncomplicated and faster offer to obtain a driving license.","Consumer, E-Learning, Education","6,554",,,4,Late Stage Venture,2021-04-21,120000000,USD,120000000,Series C,120000000,USD,120000000,174204103,USD,174204103,Series C,174204103,USD,174204103,"Bpifrance, Eurazeo, Kima Ventures, Elaia, Partech",2014-01-01,year,Active
Bespin Global,https://www.crunchbase.com/organization/bespin-global,"Seoul, Seoul-t'ukpyolsi, South Korea","Bespin Global provides consulting, migration, managed services and solutions for hybrid cloud.","Big Data, Cloud Data Services, Cloud Management, Enterprise Software, Information Technology","6,669",,,8,Late Stage Venture,2022-12-12,60000000,USD,60000000,Series D,60000000,USD,60000000,253483185,USD,253483185,Series D,253483185,USD,253483185,"e&, SK Telecom, Legend Capital, Altos Ventures, STIC Investment",2015-12-01,month,Active
Pocket Gems,https://www.crunchbase.com/organization/pocket-gems,"San Francisco, California, United States",Pocket Gems' mission is to be one of the world’s great creators of innovative interactive entertainment on mobile.,"Gaming, Mobile, Virtualization","6,708",,,3,Early Stage Venture,2017-05-11,90000000,USD,90000000,Series B,90000000,USD,90000000,155000000,USD,155000000,Series B,155000000,USD,155000000,"Tencent, Sequoia Capital, Musha Ventures, Harrison Metal, Great Oaks Venture Capital",2009-09-01,day,Active
Cooler Screens,https://www.crunchbase.com/organization/cooler-screens,"Chicago, Illinois, United States",Cooler Screens is a developer of interactive digital displays to replace glass doors in store aisles.,"Advertising, Digital Marketing, Marketing, Retail Technology","6,723",,,3,Late Stage Venture,2020-10-05,80000000,USD,80000000,Series C,80000000,USD,80000000,80700867,USD,80700867,Series C,80700867,USD,80700867,"Silicon Valley Bank, GreatPoint Ventures, M12 - Microsoft's Venture Fund, Translink Capital, Verizon Ventures",2017-01-01,year,Active
Juvenescence,https://www.crunchbase.com/organization/juvenescence,"Douglas, NA - Isle of Man, Isle of Man",Juvenescence is a biotech company that develops therapies and products to modify aging and help people live longer.,"Biopharma, Biotechnology, Pharmaceutical","6,782",,,5,Late Stage Venture,2020-04-17,56902324,USD,56902324,Series C,56902324,USD,56902324,219202324,USD,219202324,Series C,219202324,USD,219202324,"Foresite Capital, Apeiron Investment Group, Formic Ventures, IPGL, Longevity Vision Fund",2016-01-01,year,Active
